url_length,num_dots,has_https,domain_age_days,num_special_chars,num_redirects,has_ip_address,urgent_words_count,num_links,label
150,9,0,43,6,4,0,5,14,1
33,2,1,314,0,0,0,0,0,0
58,3,1,482,4,1,0,2,1,0
61,8,0,93,12,1,1,9,9,1
23,2,1,500,3,0,0,2,1,0
134,6,1,76,13,5,0,3,15,1
54,1,1,1845,5,0,0,2,3,0
88,10,0,2,8,1,1,3,4,1
59,3,1,905,4,0,0,1,3,0
18,3,1,1704,5,1,0,2,5,0
44,3,1,343,5,0,0,0,3,0
34,1,1,1972,0,0,0,0,1,0
58,1,1,898,3,1,0,0,1,0
159,7,0,23,14,4,1,9,3,1
51,3,1,1276,5,0,0,0,2,0
76,3,1,53,8,5,0,3,6,1
152,6,1,76,15,4,1,4,2,1
19,1,1,678,3,1,0,1,1,0
15,3,1,940,5,0,0,1,5,0
42,2,1,697,0,1,0,2,2,0
54,2,1,1964,3,1,0,2,2,0
197,10,1,95,17,5,0,5,4,1
96,10,0,55,13,3,1,9,9,1
147,5,0,23,14,2,1,3,14,1
53,1,1,494,5,1,0,2,4,0
80,10,1,33,8,2,0,10,5,1
54,1,1,1934,1,1,0,2,0,0
12,3,1,1634,2,0,0,1,2,0
28,1,1,593,1,1,0,2,1,0
103,3,1,67,17,5,0,7,4,1
39,2,1,1454,3,1,0,1,0,0
67,7,0,29,13,3,0,4,10,1
116,7,1,100,20,2,1,4,13,1
196,3,0,11,5,5,1,6,4,1
51,3,1,216,5,0,0,0,2,0
59,2,1,373,3,1,0,0,0,0
150,9,0,11,17,3,1,6,15,1
153,6,1,52,17,4,1,8,9,1
123,8,0,47,11,4,0,8,14,1
75,8,1,99,20,1,1,9,14,1
15,3,1,628,2,1,0,2,2,0
44,2,1,1274,3,1,0,1,2,0
25,3,1,1276,5,1,0,1,3,0
179,10,0,12,17,1,1,9,7,1
22,3,1,1039,4,1,0,0,2,0
110,10,0,63,17,3,1,4,8,1
14,3,1,799,3,1,0,0,2,0
117,10,0,61,19,5,0,7,14,1
120,3,1,28,19,2,0,8,2,1
40,3,1,1405,5,0,0,0,1,0
40,1,1,1852,1,1,0,1,5,0
85,10,1,68,14,5,1,3,14,1
134,4,1,97,5,2,0,4,10,1
46,2,1,1684,2,0,0,0,4,0
167,6,0,58,17,4,0,10,8,1
175,3,0,63,11,4,0,10,2,1
165,10,1,28,10,1,0,7,12,1
146,6,0,25,9,4,1,3,12,1
164,3,1,65,7,3,1,10,5,1
38,2,1,1368,5,1,0,0,3,0
38,1,1,818,2,0,0,1,0,0
57,5,0,24,20,5,1,9,4,1
38,2,1,838,0,1,0,1,3,0
63,4,0,39,19,5,0,5,13,1
81,4,1,87,7,1,1,6,12,1
44,2,1,1407,3,1,0,0,3,0
32,3,1,1152,4,1,0,2,3,0
54,2,1,1898,1,0,0,2,4,0
48,3,1,1816,3,1,0,2,4,0
115,8,1,89,10,4,1,7,9,1
167,9,1,34,12,4,1,4,15,1
98,8,1,32,18,1,1,5,4,1
175,6,0,86,19,4,0,9,3,1
12,2,1,1368,5,0,0,1,1,0
131,8,0,94,16,1,0,6,4,1
53,10,0,86,17,1,0,3,6,1
120,7,0,43,19,4,0,8,5,1
172,8,0,17,7,1,0,5,10,1
56,3,1,883,3,1,0,2,4,0
24,2,1,1224,0,0,0,0,2,0
110,3,0,5,8,2,1,9,13,1
20,3,1,1897,0,0,0,2,2,0
38,2,1,431,5,1,0,2,2,0
60,3,1,680,1,0,0,2,1,0
32,1,1,1464,1,1,0,0,1,0
43,1,1,462,0,0,0,1,3,0
127,7,0,50,15,5,1,10,14,1
188,8,1,28,17,1,1,9,13,1
173,5,0,62,9,3,1,10,3,1
164,9,1,46,7,4,0,5,11,1
47,3,1,1943,2,0,0,0,0,0
73,8,0,88,11,3,0,9,6,1
170,9,1,80,13,4,0,6,13,1
35,3,1,1356,0,1,0,0,4,0
193,6,0,55,18,1,0,6,4,1
26,1,1,614,2,0,0,0,0,0
52,3,1,942,1,1,0,0,3,0
37,1,1,1518,2,1,0,1,1,0
68,8,0,13,8,3,0,10,11,1
189,5,0,84,19,1,0,10,3,1
14,3,1,1426,0,0,0,0,1,0
53,3,1,621,4,0,0,2,0,0
69,7,0,2,14,5,0,9,8,1
118,3,0,12,19,3,0,9,7,1
90,7,1,39,13,2,0,4,7,1
16,2,1,401,4,1,0,1,5,0
25,3,1,711,3,1,0,1,4,0
23,3,1,1805,3,1,0,2,1,0
160,8,1,63,14,1,1,5,6,1
29,3,1,1299,3,0,0,2,3,0
91,6,0,18,7,3,0,5,15,1
35,2,1,700,0,0,0,1,2,0
31,1,1,950,4,0,0,1,1,0
194,10,0,44,13,3,0,9,10,1
28,1,1,867,4,0,0,0,5,0
17,1,1,576,5,0,0,1,1,0
167,4,0,75,13,4,1,8,5,1
129,5,1,63,16,3,1,8,9,1
184,8,0,80,13,2,0,8,10,1
63,10,0,28,16,1,1,4,10,1
85,10,0,93,7,4,1,3,14,1
177,8,1,17,11,1,1,5,7,1
37,3,1,1082,5,0,0,1,3,0
78,6,0,76,14,2,0,8,15,1
31,3,1,559,5,0,0,1,0,0
198,4,1,88,13,1,0,5,8,1
55,2,1,1635,3,1,0,0,1,0
140,5,0,64,16,1,1,10,15,1
176,9,0,75,16,1,1,6,11,1
55,1,1,1673,4,1,0,1,1,0
27,3,1,1398,0,0,0,0,1,0
34,1,1,1328,1,0,0,1,3,0
57,2,1,1981,5,1,0,0,0,0
113,4,0,62,16,1,0,5,9,1
42,2,1,1453,4,1,0,1,0,0
47,1,1,433,4,1,0,2,3,0
41,3,1,1830,3,0,0,0,5,0
138,10,0,58,8,1,0,9,4,1
22,3,1,613,3,0,0,0,0,0
105,8,0,89,18,1,0,5,7,1
46,3,1,350,2,0,0,0,3,0
132,7,1,29,5,4,1,9,6,1
57,2,1,1720,3,1,0,2,5,0
12,2,1,1948,0,0,0,2,3,0
46,1,1,1611,1,1,0,0,3,0
165,4,0,37,15,2,0,6,4,1
49,2,1,892,5,0,0,1,2,0
55,3,1,1024,4,1,0,0,1,0
39,1,1,546,4,1,0,1,0,0
28,2,1,1286,3,1,0,1,3,0
182,3,1,69,12,1,0,4,7,1
137,10,0,71,19,3,0,10,6,1
18,3,1,803,4,1,0,2,1,0
89,10,1,68,8,2,0,6,6,1
77,4,0,65,20,5,1,10,10,1
25,3,1,1202,3,0,0,2,1,0
20,3,1,543,1,0,0,1,0,0
61,9,0,63,16,3,0,4,6,1
196,3,1,80,19,3,1,8,11,1
48,3,1,606,1,1,0,1,4,0
27,3,1,471,1,1,0,2,3,0
13,3,1,1228,3,0,0,2,5,0
108,6,1,68,20,4,1,3,13,1
13,3,1,1341,0,0,0,0,0,0
45,3,1,592,0,0,0,2,4,0
101,6,1,90,19,1,0,6,3,1
20,1,1,1506,1,0,0,0,4,0
58,1,1,1180,5,1,0,2,3,0
154,6,1,77,10,4,1,6,5,1
43,1,1,570,3,1,0,2,5,0
184,5,0,35,7,2,1,8,6,1
36,3,1,825,1,1,0,0,2,0
16,3,1,1428,2,0,0,1,5,0
15,3,1,1384,1,0,0,0,1,0
100,9,0,78,7,2,0,9,15,1
52,6,1,43,5,1,1,6,14,1
51,1,1,678,0,0,0,2,5,0
55,1,1,490,2,0,0,0,3,0
74,3,0,13,7,1,0,8,2,1
62,4,0,71,12,2,1,7,8,1
44,3,1,1309,3,0,0,1,2,0
48,3,1,1820,4,0,0,1,5,0
56,2,1,1590,5,0,0,1,3,0
73,9,0,6,7,4,1,5,2,1
47,2,1,753,2,0,0,0,5,0
107,7,0,87,5,4,0,3,15,1
157,9,1,9,15,5,0,9,9,1
58,2,1,1863,4,0,0,1,1,0
13,3,1,1237,2,1,0,0,4,0
21,3,1,859,0,0,0,1,1,0
27,3,1,1640,4,1,0,1,5,0
10,1,1,1709,1,1,0,2,1,0
54,3,1,257,1,1,0,2,1,0
98,8,1,53,13,3,0,6,11,1
167,3,0,27,19,1,1,6,15,1
197,6,0,90,11,1,1,10,2,1
39,2,1,1036,3,1,0,0,3,0
32,3,1,1435,3,0,0,0,1,0
174,3,1,83,11,2,0,3,4,1
200,4,0,60,19,1,1,8,11,1
98,8,0,55,19,3,0,8,15,1
61,10,0,42,16,2,1,5,11,1
24,1,1,484,4,0,0,0,0,0
14,1,1,288,1,1,0,0,5,0
108,9,0,71,16,5,0,7,13,1
66,7,1,38,14,2,0,8,2,1
26,1,1,1533,1,1,0,2,3,0
104,4,0,28,13,1,1,4,7,1
21,1,1,631,4,1,0,2,2,0
40,2,1,1011,4,1,0,2,4,0
167,6,1,90,11,2,1,4,14,1
48,1,1,1596,1,0,0,1,3,0
181,8,1,75,18,4,0,9,15,1
190,10,0,96,7,1,1,4,6,1
114,9,0,40,5,3,0,5,9,1
59,3,0,52,20,2,1,6,3,1
48,3,1,1012,3,1,0,2,3,0
14,3,1,1531,3,1,0,2,3,0
122,5,0,90,16,3,0,4,4,1
10,1,1,1844,4,0,0,2,5,0
120,8,0,37,7,2,1,3,13,1
55,6,0,72,9,4,1,9,4,1
60,3,1,386,0,0,0,1,4,0
57,1,1,1597,3,1,0,1,1,0
162,6,1,9,6,3,0,3,9,1
52,1,1,1696,4,0,0,2,4,0
52,6,0,3,10,4,1,10,3,1
167,10,1,15,15,3,1,9,13,1
65,9,1,89,18,2,1,7,15,1
14,1,1,1892,3,0,0,2,1,0
198,10,0,55,7,4,1,6,5,1
41,1,1,1326,0,0,0,2,4,0
136,6,1,27,18,2,1,8,3,1
51,2,1,271,1,1,0,0,0,0
35,3,1,1515,0,0,0,2,4,0
56,2,1,1852,5,0,0,1,0,0
127,4,1,3,13,4,1,7,6,1
176,4,1,25,19,3,1,3,12,1
68,10,0,30,7,4,0,5,15,1
115,4,0,21,11,1,0,9,11,1
10,2,1,1302,4,1,0,2,4,0
142,6,1,24,12,3,0,5,8,1
68,4,0,31,7,1,0,3,14,1
118,3,1,96,11,4,0,4,9,1
92,8,0,48,19,2,1,4,5,1
29,2,1,985,4,0,0,1,3,0
151,4,1,1,20,1,0,4,14,1
47,3,1,1758,1,1,0,1,1,0
39,3,1,736,5,1,0,0,4,0
57,1,1,1668,4,0,0,1,2,0
53,3,1,86,19,1,0,8,5,1
161,9,0,29,9,4,1,8,13,1
49,1,1,1546,1,0,0,0,0,0
55,3,1,926,5,1,0,1,1,0
40,2,1,830,3,0,0,0,1,0
43,1,1,1326,1,0,0,0,4,0
71,7,1,64,8,5,0,7,10,1
37,2,1,401,0,0,0,2,4,0
149,4,1,81,17,1,0,9,9,1
184,10,1,22,10,4,0,3,6,1
132,7,1,59,8,3,0,6,9,1
185,4,1,23,17,2,0,3,13,1
63,5,0,4,15,2,1,6,7,1
29,1,1,1559,0,1,0,1,3,0
138,3,1,28,6,1,1,9,2,1
30,3,1,470,1,1,0,1,1,0
27,1,1,701,3,0,0,2,2,0
31,3,1,554,1,0,0,2,0,0
165,3,0,15,6,1,1,10,10,1
20,1,1,1989,2,1,0,2,5,0
90,4,1,79,12,5,0,9,14,1
107,8,0,43,11,3,1,10,3,1
34,3,1,523,0,1,0,0,2,0
59,1,1,1964,0,0,0,0,4,0
130,8,1,69,16,1,1,5,10,1
11,3,1,1776,1,1,0,0,3,0
21,3,1,419,3,1,0,1,0,0
11,2,1,1702,5,1,0,0,4,0
145,4,0,47,11,2,0,7,3,1
15,3,1,1356,1,0,0,2,5,0
47,1,1,329,2,1,0,1,4,0
57,1,1,225,1,0,0,1,1,0
49,1,1,1928,0,1,0,1,1,0
172,7,0,21,9,1,1,6,4,1
32,3,1,755,3,0,0,2,1,0
147,7,0,43,12,4,1,7,2,1
41,1,1,1532,2,1,0,1,0,0
99,4,1,49,19,1,1,8,6,1
96,7,0,82,8,2,1,3,10,1
72,4,0,23,7,1,1,9,8,1
85,5,1,80,9,5,0,3,3,1
39,1,1,275,1,1,0,2,0,0
139,6,0,89,7,1,1,9,7,1
143,10,1,4,19,2,1,7,13,1
139,5,1,41,9,5,1,7,9,1
193,6,0,77,5,4,0,4,3,1
14,1,1,441,5,1,0,1,5,0
169,6,1,25,17,2,1,5,14,1
27,1,1,1870,1,1,0,1,4,0
18,1,1,1281,5,1,0,2,3,0
197,5,0,79,8,5,0,3,11,1
26,3,1,1111,5,0,0,1,5,0
173,6,1,96,14,3,0,9,2,1
134,6,1,14,8,3,1,5,2,1
110,3,0,40,11,1,0,8,4,1
44,3,1,874,0,0,0,1,2,0
24,1,1,1102,5,1,0,0,4,0
49,2,1,1517,1,0,0,0,2,0
46,3,1,907,0,0,0,2,1,0
28,3,1,1416,1,0,0,0,5,0
154,6,1,45,11,4,0,9,10,1
26,1,1,399,4,0,0,2,2,0
82,7,0,36,7,4,1,7,15,1
10,2,1,622,4,0,0,0,3,0
115,8,0,8,15,5,0,7,2,1
145,10,0,85,15,5,0,9,11,1
32,3,1,1139,3,1,0,0,4,0
166,5,1,42,16,1,0,7,6,1
51,3,1,383,0,1,0,0,0,0
40,2,1,904,5,1,0,0,0,0
30,2,1,1110,1,0,0,0,1,0
88,9,0,86,9,5,0,6,4,1
12,2,1,1859,4,1,0,2,0,0
60,7,1,75,18,5,1,7,13,1
20,3,1,1623,3,1,0,1,2,0
142,8,0,75,11,3,1,6,3,1
59,7,1,22,8,4,1,4,12,1
54,2,1,1396,4,0,0,1,5,0
180,3,0,20,6,3,0,8,12,1
36,3,1,450,1,0,0,0,0,0
68,4,0,63,12,3,1,10,8,1
156,10,0,1,20,3,1,10,9,1
118,9,0,55,17,5,1,3,15,1
68,8,0,41,7,4,0,10,6,1
121,3,0,54,13,5,1,7,12,1
15,1,1,231,1,0,0,2,4,0
49,1,1,1881,5,1,0,1,0,0
90,7,0,36,7,3,1,5,8,1
111,6,1,82,17,5,1,4,12,1
56,2,1,1247,4,1,0,2,5,0
145,4,1,64,18,3,1,9,5,1
111,5,1,5,20,5,1,8,5,1
89,3,0,11,6,4,1,5,13,1
39,2,1,1698,1,1,0,1,5,0
125,10,0,80,16,1,0,3,7,1
45,3,1,311,4,1,0,0,0,0
31,2,1,1267,1,1,0,0,5,0
75,10,1,48,5,2,0,9,15,1
132,7,1,13,5,1,1,4,6,1
127,8,0,50,7,3,0,3,15,1
45,1,1,1681,3,0,0,2,1,0
26,2,1,707,1,0,0,2,5,0
194,8,0,38,20,2,0,6,5,1
22,2,1,1028,1,0,0,2,1,0
28,1,1,1644,5,1,0,1,2,0
90,7,1,15,6,2,0,7,10,1
36,2,1,906,0,1,0,2,1,0
27,1,1,1169,1,0,0,2,0,0
148,6,0,65,8,4,1,10,5,1
124,8,1,53,11,4,0,9,2,1
177,9,1,37,14,3,0,10,2,1
47,1,1,1251,1,0,0,0,0,0
89,6,1,21,7,1,0,7,10,1
55,2,1,1398,3,0,0,1,3,0
84,3,0,9,5,5,0,10,6,1
58,2,1,847,0,1,0,1,4,0
39,3,1,580,2,0,0,2,1,0
182,7,0,1,7,3,1,7,12,1
65,10,1,14,9,3,0,3,7,1
78,3,0,92,11,3,0,7,3,1
49,1,1,249,5,0,0,2,3,0
85,6,0,19,13,5,1,5,13,1
32,3,1,1965,0,1,0,2,4,0
56,8,0,29,5,5,1,7,15,1
157,5,0,98,15,1,0,6,9,1
36,1,1,1213,4,0,0,1,0,0
16,3,1,345,0,1,0,2,1,0
80,5,0,44,15,2,0,6,4,1
15,3,1,1513,3,1,0,0,0,0
180,7,1,27,18,5,1,10,6,1
41,1,1,1307,5,0,0,0,4,0
155,7,1,6,13,1,1,7,3,1
29,3,1,1512,0,1,0,0,3,0
60,3,1,1465,5,1,0,2,0,0
162,5,1,44,9,3,1,9,10,1
65,8,0,64,20,1,0,9,12,1
101,9,1,100,19,2,1,8,5,1
75,9,1,76,7,4,1,7,4,1
20,3,1,234,0,0,0,1,4,0
49,1,1,1383,2,1,0,0,5,0
18,2,1,475,4,0,0,0,0,0
44,1,1,1897,4,1,0,2,0,0
83,8,0,22,15,4,0,7,13,1
112,8,1,70,12,5,1,7,12,1
43,3,1,1297,0,0,0,0,0,0
15,2,1,1738,3,1,0,0,2,0
58,8,0,82,17,5,0,8,5,1
39,2,1,1902,4,0,0,2,2,0
24,1,1,1253,5,0,0,0,1,0
31,1,1,1095,5,1,0,0,0,0
84,4,1,23,17,3,0,8,3,1
50,8,0,99,5,3,0,7,11,1
46,2,1,1606,5,1,0,1,1,0
36,2,1,1690,4,1,0,2,4,0
45,3,1,603,2,1,0,2,1,0
102,3,1,38,7,3,1,6,5,1
75,3,0,58,18,2,1,8,15,1
149,5,0,17,8,2,0,8,11,1
177,8,0,68,20,3,0,7,14,1
187,5,1,51,6,4,0,4,11,1
115,4,1,37,15,3,1,6,4,1
80,5,1,38,6,5,1,6,3,1
56,2,1,1917,0,0,0,1,4,0
38,2,1,537,5,1,0,2,4,0
24,3,1,272,2,0,0,1,3,0
14,3,1,1352,0,1,0,1,4,0
177,4,1,68,15,2,1,4,14,1
125,9,1,16,20,3,1,8,4,1
199,10,1,84,6,3,0,9,13,1
98,9,1,92,5,5,0,6,10,1
40,3,1,1144,3,1,0,0,2,0
21,1,1,556,5,1,0,2,5,0
47,2,1,1692,5,1,0,0,4,0
117,8,0,5,15,3,1,10,3,1
53,3,1,646,1,1,0,2,2,0
26,3,1,1400,1,1,0,2,4,0
44,1,1,1637,1,0,0,2,2,0
18,3,1,544,4,0,0,1,3,0
11,2,1,1556,5,0,0,0,1,0
158,4,0,17,20,4,1,4,14,1
13,3,1,896,0,1,0,0,2,0
39,2,1,1732,3,0,0,1,2,0
52,3,1,1464,1,1,0,1,4,0
134,6,1,79,18,1,0,8,2,1
171,3,1,80,7,1,1,9,2,1
156,7,1,17,8,1,1,5,10,1
51,2,1,1169,1,1,0,0,2,0
154,4,0,61,13,3,0,3,4,1
156,3,0,62,7,4,0,5,7,1
21,2,1,402,1,1,0,1,1,0
35,2,1,1890,1,0,0,2,3,0
149,5,0,44,15,1,1,6,10,1
60,1,1,388,4,0,0,1,1,0
66,8,1,9,19,4,0,5,13,1
37,1,1,1745,2,1,0,0,4,0
35,3,1,1823,1,1,0,2,0,0
191,10,0,14,7,3,0,6,10,1
47,1,1,833,3,1,0,0,3,0
183,8,0,4,11,5,1,4,3,1
47,2,1,1659,3,1,0,1,0,0
50,2,1,1213,0,0,0,2,4,0
39,1,1,536,2,0,0,2,1,0
198,3,0,81,11,5,0,10,2,1
40,1,1,1735,1,1,0,2,5,0
122,10,1,89,7,3,0,7,9,1
16,2,1,541,2,1,0,1,4,0
69,5,1,98,9,1,1,6,12,1
94,8,1,88,13,2,1,8,7,1
136,3,1,73,9,1,0,8,3,1
30,1,1,960,0,0,0,0,4,0
197,6,0,90,8,2,0,6,4,1
173,9,1,58,15,2,1,10,9,1
53,2,1,1191,1,0,0,2,3,0
16,2,1,850,5,1,0,2,0,0
53,3,1,790,5,0,0,0,0,0
185,9,1,44,9,1,1,5,4,1
24,1,1,537,5,1,0,1,3,0
24,3,1,242,0,1,0,0,0,0
63,6,1,45,5,4,0,10,2,1
12,3,1,376,3,0,0,1,3,0
34,1,1,1001,4,1,0,0,1,0
50,1,1,1977,0,1,0,1,0,0
190,9,0,39,7,2,0,8,15,1
32,1,1,1388,0,0,0,2,4,0
131,9,0,63,16,5,1,10,14,1
167,10,0,14,15,1,1,7,14,1
18,2,1,214,1,0,0,2,1,0
28,2,1,940,3,1,0,0,2,0
121,5,0,32,5,2,1,5,3,1
54,9,0,31,13,5,0,8,4,1
128,5,1,63,20,5,1,9,15,1
52,6,1,1,19,3,0,8,2,1
69,9,0,76,16,3,0,3,14,1
196,6,0,93,15,3,1,7,12,1
54,3,1,70,10,3,0,10,12,1
186,5,1,86,13,2,0,3,3,1
62,10,0,68,13,4,1,5,9,1
42,3,1,429,4,0,0,1,0,0
14,1,1,924,0,1,0,1,2,0
127,8,1,42,20,5,1,6,6,1
57,7,1,28,7,2,0,4,15,1
30,3,1,689,4,1,0,2,4,0
54,7,1,8,14,4,1,8,9,1
155,3,0,8,6,1,0,3,7,1
145,8,0,58,10,5,1,4,6,1
14,2,1,973,0,0,0,1,0,0
54,6,1,6,6,5,0,9,9,1
123,9,1,16,6,3,1,8,12,1
86,8,0,13,7,5,0,5,7,1
35,2,1,812,1,0,0,2,5,0
42,1,1,1358,0,0,0,2,4,0
54,4,1,88,6,3,1,8,13,1
31,2,1,913,2,1,0,0,0,0
48,2,1,1292,2,1,0,1,4,0
82,7,0,80,6,5,1,6,7,1
69,3,0,62,20,4,0,8,14,1
162,8,1,83,15,1,1,6,2,1
12,2,1,1050,1,1,0,0,2,0
12,1,1,1104,2,1,0,0,0,0
60,3,1,531,1,0,0,0,0,0
171,10,1,16,11,3,0,9,14,1
44,1,1,1534,4,1,0,1,5,0
36,3,1,1373,2,1,0,2,4,0
161,8,0,63,7,5,1,7,3,1
138,7,1,54,6,1,0,4,15,1
60,1,1,1578,5,1,0,1,5,0
36,3,1,1470,5,0,0,1,1,0
53,3,1,260,2,0,0,0,1,0
51,3,1,923,0,1,0,0,4,0
48,1,1,1974,2,1,0,0,4,0
116,3,0,79,16,1,0,3,15,1
97,10,1,31,15,3,0,3,2,1
189,10,1,82,17,3,0,6,5,1
61,10,0,90,6,4,1,5,9,1
74,7,1,48,19,1,1,3,6,1
42,3,1,893,1,0,0,0,0,0
112,9,1,75,15,4,1,10,9,1
109,4,0,32,5,5,1,7,9,1
185,6,1,30,12,3,0,5,5,1
135,4,0,82,6,3,1,4,13,1
21,2,1,1609,3,0,0,0,4,0
55,3,1,1952,2,1,0,2,2,0
56,10,1,72,19,5,0,9,13,1
17,1,1,1938,1,1,0,1,5,0
53,3,1,1907,2,1,0,1,2,0
113,7,0,98,8,3,1,5,4,1
30,2,1,879,2,1,0,1,5,0
97,3,1,67,15,5,1,5,3,1
189,10,1,82,14,4,0,9,5,1
10,1,1,1893,5,1,0,1,5,0
111,3,1,44,5,2,0,3,4,1
31,2,1,509,4,0,0,1,3,0
22,3,1,1736,2,1,0,1,1,0
16,3,1,1441,5,1,0,0,5,0
20,2,1,1895,2,1,0,2,4,0
22,3,1,1145,2,1,0,2,4,0
32,1,1,948,1,0,0,1,1,0
26,2,1,1395,5,0,0,0,0,0
195,3,1,37,16,4,0,4,5,1
95,8,0,47,18,4,0,9,11,1
166,4,0,85,13,3,0,5,7,1
171,7,0,51,18,4,1,6,2,1
31,3,1,1551,3,0,0,1,4,0
33,1,1,928,5,1,0,1,1,0
180,7,0,51,18,2,0,7,11,1
39,2,1,745,3,0,0,1,1,0
58,1,1,477,0,1,0,1,0,0
53,6,1,11,5,3,1,3,8,1
13,1,1,1034,0,1,0,2,2,0
40,1,1,1448,2,0,0,0,0,0
24,3,1,1614,5,0,0,1,3,0
184,4,0,26,8,1,1,8,11,1
60,2,1,755,1,0,0,1,5,0
98,7,1,31,15,2,1,7,7,1
169,7,0,48,9,5,1,5,9,1
159,4,0,2,10,4,1,7,4,1
104,9,0,62,10,5,1,3,10,1
154,6,1,20,20,2,1,3,9,1
178,8,1,34,8,1,1,10,6,1
56,3,1,17,20,3,1,3,12,1
61,10,1,61,20,5,1,8,13,1
81,8,1,38,17,5,1,9,11,1
37,1,1,201,5,0,0,1,0,0
96,4,1,74,17,2,1,7,5,1
124,4,0,89,14,5,0,10,10,1
42,2,1,1518,0,0,0,0,0,0
163,10,0,18,7,5,0,4,3,1
45,1,1,1330,2,0,0,0,1,0
25,1,1,1655,5,0,0,2,4,0
59,2,1,1948,5,1,0,0,0,0
148,9,1,62,11,1,0,9,4,1
93,5,0,52,9,4,0,3,11,1
73,8,1,18,5,1,0,3,7,1
170,8,0,60,7,5,0,9,8,1
91,6,1,17,17,5,0,10,9,1
156,7,1,2,18,5,0,5,13,1
140,6,0,26,5,1,0,5,11,1
157,4,1,6,6,5,1,8,13,1
197,6,0,44,14,1,1,6,10,1
133,5,0,9,6,3,0,8,7,1
75,10,0,49,5,1,1,4,11,1
147,3,1,47,5,2,0,8,11,1
155,9,0,63,14,2,0,5,12,1
103,9,1,93,6,1,1,5,4,1
144,6,1,3,14,2,0,4,4,1
100,5,1,83,13,3,1,8,14,1
35,1,1,1077,2,1,0,1,5,0
71,4,0,54,10,4,0,9,10,1
64,8,1,91,17,2,0,10,10,1
170,10,0,45,10,5,1,10,3,1
54,1,1,345,3,1,0,2,5,0
193,9,0,41,20,1,1,9,2,1
23,3,1,1443,1,0,0,2,1,0
130,4,0,69,15,5,0,9,10,1
123,10,1,90,11,1,0,7,7,1
57,3,1,943,5,0,0,1,4,0
77,6,1,24,9,2,1,4,2,1
42,3,1,540,2,1,0,2,0,0
27,1,1,1112,2,1,0,2,0,0
11,1,1,284,3,0,0,0,3,0
71,9,0,36,10,2,1,8,4,1
30,3,1,1090,1,1,0,0,0,0
161,6,0,61,18,5,0,6,2,1
175,4,0,9,20,1,1,9,9,1
189,5,0,94,18,5,1,7,14,1
58,3,1,1991,4,1,0,0,1,0
22,3,1,1862,5,0,0,1,2,0
42,1,1,1763,3,1,0,1,0,0
34,1,1,1665,0,1,0,2,0,0
36,1,1,1579,0,0,0,0,3,0
117,4,1,52,7,4,1,10,3,1
30,1,1,999,0,1,0,0,0,0
22,1,1,616,0,1,0,2,3,0
148,9,0,65,6,3,0,3,14,1
181,3,1,76,7,2,0,4,10,1
34,1,1,955,5,1,0,2,5,0
62,10,0,50,12,1,0,8,2,1
57,1,1,372,3,0,0,0,5,0
62,10,0,64,11,5,0,5,4,1
132,10,1,46,11,1,0,10,4,1
165,10,1,98,14,4,0,8,6,1
13,3,1,207,4,1,0,0,5,0
69,3,0,88,16,2,0,4,2,1
42,2,1,1648,3,0,0,2,2,0
129,9,1,15,5,1,0,7,12,1
54,3,1,1987,4,0,0,1,5,0
15,3,1,285,0,0,0,0,0,0
12,1,1,1351,2,1,0,2,5,0
42,1,1,763,4,0,0,2,5,0
48,3,1,1846,4,1,0,0,4,0
40,2,1,1855,3,1,0,2,0,0
28,2,1,931,5,1,0,1,3,0
166,8,0,29,11,4,0,7,8,1
149,9,0,40,9,2,0,10,11,1
14,2,1,939,1,0,0,0,0,0
44,3,1,517,5,0,0,2,4,0
16,3,1,476,1,0,0,0,0,0
44,3,1,1739,5,0,0,1,5,0
36,3,1,759,4,0,0,2,2,0
60,1,1,581,5,0,0,1,1,0
22,1,1,803,0,0,0,1,5,0
17,1,1,1178,2,1,0,2,1,0
144,4,0,48,9,2,0,8,8,1
24,3,1,937,4,0,0,2,2,0
48,1,1,1341,0,0,0,1,0,0
57,2,1,1457,3,1,0,2,3,0
73,6,1,86,10,2,0,10,2,1
38,2,1,1671,3,0,0,2,3,0
76,3,0,33,8,3,1,10,13,1
50,1,1,274,2,0,0,1,4,0
136,5,1,73,18,3,1,8,6,1
56,1,1,1063,3,0,0,1,4,0
38,3,1,1498,3,1,0,2,1,0
35,1,1,1804,1,0,0,0,2,0
35,1,1,1787,2,0,0,2,5,0
161,6,1,79,14,1,1,9,7,1
154,3,0,99,10,4,0,10,9,1
132,5,0,30,13,1,1,10,15,1
33,3,1,777,2,0,0,1,1,0
100,3,0,36,16,4,0,7,14,1
62,10,0,68,12,1,1,7,8,1
21,2,1,1875,2,0,0,0,1,0
21,2,1,803,2,1,0,1,3,0
118,9,0,23,18,2,1,10,8,1
58,8,1,59,16,3,0,10,13,1
81,8,1,40,13,2,0,6,13,1
46,1,1,420,0,0,0,2,0,0
40,2,1,1713,4,0,0,1,5,0
40,2,1,407,1,1,0,2,3,0
178,9,0,20,14,3,0,5,10,1
23,2,1,858,5,0,0,0,5,0
25,2,1,285,5,1,0,0,2,0
108,8,1,87,12,2,1,5,15,1
144,9,1,65,11,1,0,4,6,1
20,3,1,1422,3,0,0,2,3,0
140,9,0,49,5,2,0,8,10,1
28,1,1,1575,3,0,0,2,1,0
